"begin_yearmonth","episode_id","state","cz_name","event_type","fips"
199206,NA,"Alabama","Macon","Thunderstorm Wind","001087"
199207,NA,"Alabama","Tuscaloosa","Thunderstorm Wind","001125"
199206,NA,"Alabama","Marshall","Thunderstorm Wind","001095"
199211,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199211,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199211,NA,"Alabama","Dekalb","Tornado","001049"
199211,NA,"Alabama","Jackson","Thunderstorm Wind","001071"
199211,NA,"Alabama","Tallapoosa","Tornado","001123"
199211,NA,"Alabama","Randolph","Tornado","001111"
199211,NA,"Alabama","Cleburne","Thunderstorm Wind","001029"
199211,NA,"Alabama","Tallapoosa","Thunderstorm Wind","001123"
199211,NA,"Alabama","Cleburne","Tornado","001029"
199211,NA,"Alabama","Lee","Thunderstorm Wind","001081"
199211,NA,"Alabama","Russell","Thunderstorm Wind","001113"
199211,NA,"Alabama","Geneva","Tornado","001061"
199203,NA,"Alabama","Dallas","Thunderstorm Wind","001047"
199208,NA,"Alabama","Madison","Thunderstorm Wind","001089"
199208,NA,"Alabama","Elmore","Thunderstorm Wind","001051"
199208,NA,"Alabama","Limestone","Thunderstorm Wind","001083"
199208,NA,"Alabama","Macon","Thunderstorm Wind","001087"
199208,NA,"Alabama","Lawrence","Thunderstorm Wind","001079"
199208,NA,"Alabama","Pike","Thunderstorm Wind","001109"
199208,NA,"Alabama","Tallapoosa","Thunderstorm Wind","001123"
199208,NA,"Alabama","Lee","Thunderstorm Wind","001081"
199208,NA,"Alabama","Macon","Thunderstorm Wind","001087"
199208,NA,"Alabama","Chambers","Thunderstorm Wind","001017"
199208,NA,"Alabama","Lee","Thunderstorm Wind","001081"
199208,NA,"Alabama","Barbour","Thunderstorm Wind","001005"
199208,NA,"Alabama","Clay","Thunderstorm Wind","001027"
199209,NA,"Alabama","Lawrence","Thunderstorm Wind","001079"
199209,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199209,NA,"Alabama","Cherokee","Thunderstorm Wind","001019"
199208,NA,"Alabama","Blount","Thunderstorm Wind","001009"
199208,NA,"Alabama","Montgomery","Tornado","001101"
199208,NA,"Alabama","Crenshaw","Thunderstorm Wind","001041"
199211,NA,"Alabama","Baldwin","Tornado","001003"
199211,NA,"Alabama","Baldwin","Thunderstorm Wind","001003"
199211,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199211,NA,"Alabama","Baldwin","Thunderstorm Wind","001003"
199209,NA,"Alabama","Lauderdale","Thunderstorm Wind","001077"
199209,NA,"Alabama","Walker","Thunderstorm Wind","001127"
199210,NA,"Alabama","Blount","Thunderstorm Wind","001009"
199210,NA,"Alabama","Pickens","Thunderstorm Wind","001107"
199211,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199211,NA,"Alabama","Houston","Thunderstorm Wind","001069"
199211,NA,"Alabama","Dale","Thunderstorm Wind","001045"
199211,NA,"Alabama","Henry","Tornado","001067"
199211,NA,"Alabama","Dallas","Thunderstorm Wind","001047"
199211,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199211,NA,"Alabama","Dekalb","Tornado","001049"
199211,NA,"Alabama","Dekalb","Tornado","001049"
199211,NA,"Alabama","Coosa","Thunderstorm Wind","001037"
199203,NA,"Alabama","Wilcox","Thunderstorm Wind","001131"
199207,NA,"Alabama","Talladega","Thunderstorm Wind","001121"
199207,NA,"Alabama","Dekalb","Thunderstorm Wind","001049"
199208,NA,"Alabama","Lamar","Thunderstorm Wind","001075"
199208,NA,"Alabama","Pickens","Thunderstorm Wind","001107"
199208,NA,"Alabama","Lamar","Thunderstorm Wind","001075"
199208,NA,"Alabama","Dallas","Thunderstorm Wind","001047"
199208,NA,"Alabama","Chambers","Thunderstorm Wind","001017"
199208,NA,"Alabama","Madison","Thunderstorm Wind","001089"
199208,NA,"Alabama","Montgomery","Thunderstorm Wind","001101"
199208,NA,"Alabama","Elmore","Thunderstorm Wind","001051"
199208,NA,"Alabama","Elmore","Thunderstorm Wind","001051"
199208,NA,"Alabama","Sumter","Thunderstorm Wind","001119"
199208,NA,"Alabama","Pickens","Thunderstorm Wind","001107"
199208,NA,"Alabama","Marengo","Thunderstorm Wind","001091"
199208,NA,"Alabama","Greene","Thunderstorm Wind","001063"
199208,NA,"Alabama","Pickens","Thunderstorm Wind","001107"
199208,NA,"Alabama","Choctaw","Thunderstorm Wind","001023"
199208,NA,"Alabama","Sumter","Thunderstorm Wind","001119"
199208,NA,"Alabama","Hale","Thunderstorm Wind","001065"
199208,NA,"Alabama","Lamar","Thunderstorm Wind","001075"
199207,NA,"Alabama","Clay","Thunderstorm Wind","001027"
199207,NA,"Alabama","Calhoun","Thunderstorm Wind","001015"
199207,NA,"Alabama","Chambers","Thunderstorm Wind","001017"
199203,NA,"Alabama","Autauga","Thunderstorm Wind","001001"
199203,NA,"Alabama","Lowndes","Thunderstorm Wind","001085"
199203,NA,"Alabama","Autauga","Thunderstorm Wind","001001"
199203,NA,"Alabama","Montgomery","Thunderstorm Wind","001101"
199203,NA,"Alabama","Elmore","Thunderstorm Wind","001051"
199203,NA,"Alabama","Montgomery","Thunderstorm Wind","001101"
199203,NA,"Alabama","Barbour","Thunderstorm Wind","001005"
199206,NA,"Alabama","Blount","Thunderstorm Wind","001009"
199206,NA,"Alabama","Jefferson","Thunderstorm Wind","001073"
199206,NA,"Alabama","Etowah","Thunderstorm Wind","001055"
199206,NA,"Alabama","Calhoun","Thunderstorm Wind","001015"
199206,NA,"Alabama","Shelby","Thunderstorm Wind","001117"
199206,NA,"Alabama","Clay","Thunderstorm Wind","001027"
199206,NA,"Alabama","Coosa","Thunderstorm Wind","001037"
199206,NA,"Alabama","Montgomery","Thunderstorm Wind","001101"
199206,NA,"Alabama","Montgomery","Thunderstorm Wind","001101"
199206,NA,"Alabama","Talladega","Thunderstorm Wind","001121"
199207,NA,"Alabama","Russell","Thunderstorm Wind","001113"
199207,NA,"Alabama","Dale","Thunderstorm Wind","001045"
199207,NA,"Alabama","Henry","Thunderstorm Wind","001067"
199207,NA,"Alabama","Dallas","Tornado","001047"
199207,NA,"Alabama","Madison","Thunderstorm Wind","001089"
199207,NA,"Alabama","Madison","Thunderstorm Wind","001089"
199207,NA,"Alabama","Tuscaloosa","Thunderstorm Wind","001125"
199207,NA,"Alabama","Chilton","Thunderstorm Wind","001021"
199207,NA,"Alabama","Autauga","Thunderstorm Wind","001001"
199207,NA,"Alabama","Lowndes","Thunderstorm Wind","001085"
199207,NA,"Alabama","Montgomery","Thunderstorm Wind","001101"
199207,NA,"Alabama","Macon","Thunderstorm Wind","001087"
199207,NA,"Alabama","Bullock","Thunderstorm Wind","001011"
199207,NA,"Alabama","Fayette","Thunderstorm Wind","001057"
199207,NA,"Alabama","Marion","Thunderstorm Wind","001093"
199207,NA,"Alabama","Tuscaloosa","Thunderstorm Wind","001125"
199207,NA,"Alabama","Lawrence","Thunderstorm Wind","001079"
199207,NA,"Alabama","Madison","Thunderstorm Wind","001089"
199207,NA,"Alabama","Bibb","Thunderstorm Wind","001007"
199207,NA,"Alabama","Madison","Thunderstorm Wind","001089"
199207,NA,"Alabama","Cullman","Thunderstorm Wind","001043"
199207,NA,"Alabama","Lauderdale","Thunderstorm Wind","001077"
199207,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199207,NA,"Alabama","Shelby","Thunderstorm Wind","001117"
199207,NA,"Alabama","Jefferson","Thunderstorm Wind","001073"
199207,NA,"Alabama","Madison","Thunderstorm Wind","001089"
199207,NA,"Alabama","Cullman","Thunderstorm Wind","001043"
199207,NA,"Alabama","Shelby","Thunderstorm Wind","001117"
199207,NA,"Alabama","Marshall","Thunderstorm Wind","001095"
199207,NA,"Alabama","Chilton","Thunderstorm Wind","001021"
199207,NA,"Alabama","Jackson","Thunderstorm Wind","001071"
199207,NA,"Alabama","St. Clair","Thunderstorm Wind","001115"
199206,NA,"Alabama","Cullman","Thunderstorm Wind","001043"
199206,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199206,NA,"Alabama","Cullman","Thunderstorm Wind","001043"
199206,NA,"Alabama","Limestone","Thunderstorm Wind","001083"
199206,NA,"Alabama","Baldwin","Thunderstorm Wind","001003"
199206,NA,"Alabama","Baldwin","Thunderstorm Wind","001003"
199206,NA,"Alabama","Limestone","Thunderstorm Wind","001083"
199206,NA,"Alabama","Jackson","Thunderstorm Wind","001071"
199206,NA,"Alabama","Wilcox","Thunderstorm Wind","001131"
199208,NA,"Alabama","Montgomery","Thunderstorm Wind","001101"
199208,NA,"Alabama","Tuscaloosa","Thunderstorm Wind","001125"
199208,NA,"Alabama","Tuscaloosa","Thunderstorm Wind","001125"
199208,NA,"Alabama","Jefferson","Thunderstorm Wind","001073"
199208,NA,"Alabama","Bibb","Thunderstorm Wind","001007"
199208,NA,"Alabama","Lowndes","Thunderstorm Wind","001085"
199208,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199208,NA,"Alabama","Shelby","Thunderstorm Wind","001117"
199208,NA,"Alabama","Walker","Thunderstorm Wind","001127"
199208,NA,"Alabama","Franklin","Thunderstorm Wind","001059"
199208,NA,"Alabama","Montgomery","Tornado","001101"
199208,NA,"Alabama","Lawrence","Thunderstorm Wind","001079"
199208,NA,"Alabama","St. Clair","Thunderstorm Wind","001115"
199208,NA,"Alabama","Lowndes","Tornado","001085"
199208,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199206,NA,"Alabama","Limestone","Thunderstorm Wind","001083"
199206,NA,"Alabama","Etowah","Thunderstorm Wind","001055"
199207,NA,"Alabama","Etowah","Thunderstorm Wind","001055"
199207,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199208,NA,"Alabama","Calhoun","Thunderstorm Wind","001015"
199208,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199208,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199208,NA,"Alabama","Monroe","Thunderstorm Wind","001099"
199211,NA,"Alabama","Butler","Thunderstorm Wind","001013"
199211,NA,"Alabama","Pike","Thunderstorm Wind","001109"
199211,NA,"Alabama","Geneva","Tornado","001061"
199211,NA,"Alabama","Houston","Tornado","001069"
199211,NA,"Alabama","Marengo","Thunderstorm Wind","001091"
199211,NA,"Alabama","Sumter","Tornado","001119"
199211,NA,"Alabama","Pickens","Tornado","001107"
199211,NA,"Alabama","Choctaw","Thunderstorm Wind","001023"
199207,NA,"Alabama","Dallas","Thunderstorm Wind","001047"
199207,NA,"Alabama","Dallas","Thunderstorm Wind","001047"
199207,NA,"Alabama","Montgomery","Thunderstorm Wind","001101"
199207,NA,"Alabama","Pike","Thunderstorm Wind","001109"
199207,NA,"Alabama","Walker","Thunderstorm Wind","001127"
199207,NA,"Alabama","Conecuh","Thunderstorm Wind","001035"
199207,NA,"Alabama","Conecuh","Thunderstorm Wind","001035"
199207,NA,"Alabama","Crenshaw","Thunderstorm Wind","001041"
199207,NA,"Alabama","Pike","Thunderstorm Wind","001109"
199207,NA,"Alabama","Pike","Thunderstorm Wind","001109"
199207,NA,"Alabama","Baldwin","Thunderstorm Wind","001003"
199207,NA,"Alabama","Sumter","Thunderstorm Wind","001119"
199211,NA,"Alabama","Pickens","Thunderstorm Wind","001107"
199211,NA,"Alabama","Lamar","Thunderstorm Wind","001075"
199211,NA,"Alabama","Walker","Tornado","001127"
199211,NA,"Alabama","Bibb","Thunderstorm Wind","001007"
199211,NA,"Alabama","Cullman","Thunderstorm Wind","001043"
199211,NA,"Alabama","Morgan","Tornado","001103"
199211,NA,"Alabama","Dallas","Thunderstorm Wind","001047"
199211,NA,"Alabama","Madison","Tornado","001089"
199211,NA,"Alabama","Chilton","Thunderstorm Wind","001021"
199211,NA,"Alabama","Talladega","Thunderstorm Wind","001121"
199211,NA,"Alabama","Dekalb","Tornado","001049"
199211,NA,"Alabama","Dekalb","Thunderstorm Wind","001049"
199211,NA,"Alabama","Dekalb","Tornado","001049"
199203,NA,"Alabama","Pickens","Thunderstorm Wind","001107"
199203,NA,"Alabama","Lawrence","Thunderstorm Wind","001079"
199203,NA,"Alabama","Winston","Thunderstorm Wind","001133"
199203,NA,"Alabama","Winston","Thunderstorm Wind","001133"
199203,NA,"Alabama","Limestone","Thunderstorm Wind","001083"
199205,NA,"Alabama","Walker","Thunderstorm Wind","001127"
199205,NA,"Alabama","Tuscaloosa","Thunderstorm Wind","001125"
199205,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199206,NA,"Alabama","Monroe","Thunderstorm Wind","001099"
199206,NA,"Alabama","Franklin","Thunderstorm Wind","001059"
199206,NA,"Alabama","Lamar","Thunderstorm Wind","001075"
199206,NA,"Alabama","Marion","Thunderstorm Wind","001093"
199206,NA,"Alabama","Lauderdale","Thunderstorm Wind","001077"
199205,NA,"Alabama","Colbert","Thunderstorm Wind","001033"
199205,NA,"Alabama","Franklin","Thunderstorm Wind","001059"
199205,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199205,NA,"Alabama","Escambia","Thunderstorm Wind","001053"
199205,NA,"Alabama","Butler","Thunderstorm Wind","001013"
199205,NA,"Alabama","Lawrence","Thunderstorm Wind","001079"
199204,NA,"Alabama","Tallapoosa","Thunderstorm Wind","001123"
199204,NA,"Alabama","Tallapoosa","Thunderstorm Wind","001123"
199205,NA,"Alabama","Lawrence","Thunderstorm Wind","001079"
199203,NA,"Alabama","Bibb","Thunderstorm Wind","001007"
199203,NA,"Alabama","Bibb","Thunderstorm Wind","001007"
199203,NA,"Alabama","Chilton","Thunderstorm Wind","001021"
199203,NA,"Alabama","Shelby","Thunderstorm Wind","001117"
199203,NA,"Alabama","Talladega","Thunderstorm Wind","001121"
199203,NA,"Alabama","Monroe","Thunderstorm Wind","001099"
199203,NA,"Alabama","Choctaw","Thunderstorm Wind","001023"
199203,NA,"Alabama","Marengo","Thunderstorm Wind","001091"
199203,NA,"Alabama","Dallas","Thunderstorm Wind","001047"
199203,NA,"Alabama","Madison","Thunderstorm Wind","001089"
199203,NA,"Alabama","Fayette","Thunderstorm Wind","001057"
199203,NA,"Alabama","Tuscaloosa","Thunderstorm Wind","001125"
199203,NA,"Alabama","Cullman","Thunderstorm Wind","001043"
199203,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199203,NA,"Alabama","Walker","Thunderstorm Wind","001127"
199203,NA,"Alabama","Marshall","Thunderstorm Wind","001095"
199203,NA,"Alabama","Greene","Tornado","001063"
199203,NA,"Alabama","Marshall","Thunderstorm Wind","001095"
199201,NA,"Alabama","Butler","Thunderstorm Wind","001013"
199201,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199201,NA,"Alabama","Crenshaw","Thunderstorm Wind","001041"
199202,NA,"Alabama","Fayette","Thunderstorm Wind","001057"
199202,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199202,NA,"Alabama","Pike","Thunderstorm Wind","001109"
199202,NA,"Alabama","Mobile","Thunderstorm Wind","001097"
199202,NA,"Alabama","Shelby","Thunderstorm Wind","001117"
199203,NA,"Alabama","Lauderdale","Thunderstorm Wind","001077"
199203,NA,"Alabama","Colbert","Thunderstorm Wind","001033"
199203,NA,"Alabama","Colbert","Tornado","001033"
199203,NA,"Alabama","Lauderdale","Thunderstorm Wind","001077"
199203,NA,"Alabama","Limestone","Thunderstorm Wind","001083"
199203,NA,"Alabama","Limestone","Thunderstorm Wind","001083"
199203,NA,"Alabama","Lamar","Thunderstorm Wind","001075"
199203,NA,"Alabama","Marion","Thunderstorm Wind","001093"
199203,NA,"Alabama","Lawrence","Thunderstorm Wind","001079"
199203,NA,"Alabama","Lauderdale","Thunderstorm Wind","001077"
199203,NA,"Alabama","Limestone","Thunderstorm Wind","001083"
199204,NA,"Alabama","Baldwin","Thunderstorm Wind","001003"
199204,NA,"Alabama","Baldwin","Thunderstorm Wind","001003"
199204,NA,"Alabama","Monroe","Thunderstorm Wind","001099"
199204,NA,"Alabama","Wilcox","Thunderstorm Wind","001131"
199204,NA,"Alabama","Conecuh","Thunderstorm Wind","001035"
199204,NA,"Alabama","Butler","Thunderstorm Wind","001013"
199204,NA,"Alabama","Butler","Thunderstorm Wind","001013"
199204,NA,"Alabama","Lowndes","Thunderstorm Wind","001085"
199204,NA,"Alabama","Lowndes","Thunderstorm Wind","001085"
199204,NA,"Alabama","Covington","Thunderstorm Wind","001039"
199204,NA,"Alabama","Covington","Thunderstorm Wind","001039"
199204,NA,"Alabama","Covington","Thunderstorm Wind","001039"
199204,NA,"Alabama","Tallapoosa","Thunderstorm Wind","001123"
199204,NA,"Alabama","Tallapoosa","Thunderstorm Wind","001123"
199204,NA,"Alabama","Lee","Thunderstorm Wind","001081"
199204,NA,"Alabama","Chambers","Thunderstorm Wind","001017"
199204,NA,"Alabama","Tallapoosa","Thunderstorm Wind","001123"
199204,NA,"Alabama","Pickens","Thunderstorm Wind","001107"
199204,NA,"Alabama","Sumter","Thunderstorm Wind","001119"
199204,NA,"Alabama","Tuscaloosa","Thunderstorm Wind","001125"
199204,NA,"Alabama","Walker","Thunderstorm Wind","001127"
199204,NA,"Alabama","Cullman","Thunderstorm Wind","001043"
199204,NA,"Alabama","Jefferson","Thunderstorm Wind","001073"
199204,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199204,NA,"Alabama","Winston","Thunderstorm Wind","001133"
199204,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199204,NA,"Alabama","Lawrence","Thunderstorm Wind","001079"
199204,NA,"Alabama","Blount","Thunderstorm Wind","001009"
199204,NA,"Alabama","Clarke","Tornado","001025"
199204,NA,"Alabama","Baldwin","Thunderstorm Wind","001003"
199203,NA,"Alabama","Marion","Thunderstorm Wind","001093"
199208,NA,"Alabama","Choctaw","Thunderstorm Wind","001023"
199203,NA,"Alabama","Hale","Tornado","001065"
199207,NA,"Alabama","Montgomery","Thunderstorm Wind","001101"
199203,NA,"Alabama","Cherokee","Hail","001019"
199208,NA,"Alabama","Jefferson","Thunderstorm Wind","001073"
199208,NA,"Alabama","Elmore","Tornado","001051"
199208,NA,"Alabama","Sumter","Hail","001119"
199204,NA,"Alabama","Morgan","Thunderstorm Wind","001103"
199203,NA,"Alabama","Lauderdale","Hail","001077"
199202,NA,"Alabama","Bibb","Hail","001007"
199202,NA,"Alabama","Chilton","Hail","001021"
199203,NA,"Alabama","Marshall","Hail","001095"
199203,NA,"Alabama","Etowah","Hail","001055"
199207,NA,"Alabama","Crenshaw","Hail","001041"
199204,NA,"Alabama","Bibb","Hail","001007"
199210,NA,"Alabama","Marion","Hail","001093"
199210,NA,"Alabama","Winston","Hail","001133"
199210,NA,"Alabama","Winston","Hail","001133"
199210,NA,"Alabama","Lamar","Hail","001075"
199210,NA,"Alabama","Lawrence","Hail","001079"
199210,NA,"Alabama","Walker","Hail","001127"
199210,NA,"Alabama","Cullman","Hail","001043"
199210,NA,"Alabama","Marshall","Hail","001095"
199210,NA,"Alabama","Pickens","Hail","001107"
199203,NA,"Alabama","Covington","Hail","001039"
199203,NA,"Alabama","Covington","Hail","001039"
199203,NA,"Alabama","Crenshaw","Hail","001041"
199203,NA,"Alabama","Pike","Hail","001109"
199203,NA,"Alabama","Henry","Hail","001067"
199203,NA,"Alabama","Pike","Hail","001109"
199203,NA,"Alabama","Bullock","Hail","001011"
199203,NA,"Alabama","Henry","Hail","001067"
199203,NA,"Alabama","Conecuh","Hail","001035"
199203,NA,"Alabama","Conecuh","Hail","001035"
199206,NA,"Alabama","Cullman","Hail","001043"
199203,NA,"Alabama","Franklin","Hail","001059"
199203,NA,"Alabama","Winston","Hail","001133"
199206,NA,"Alabama","Madison","Hail","001089"
199204,NA,"Alabama","Sumter","Hail","001119"
199204,NA,"Alabama","Jefferson","Hail","001073"
199204,NA,"Alabama","Tallapoosa","Hail","001123"
199205,NA,"Alabama","Mobile","Hail","001097"
199203,NA,"Alabama","Colbert","Hail","001033"
199202,NA,"Alabama","Greene","Hail","001063"
199202,NA,"Alabama","Hale","Hail","001065"
199202,NA,"Alabama","Tuscaloosa","Hail","001125"
199211,NA,"Alabama","Tallapoosa","Hail","001123"
199207,NA,"Alabama","Shelby","Hail","001117"
199206,NA,"Alabama","Sumter","Hail","001119"
199206,NA,"Alabama","Sumter","Hail","001119"
199206,NA,"Alabama","Conecuh","Hail","001035"
199204,NA,"Alabama","Elmore","Thunderstorm Wind","001051"
199207,NA,"Alabama","Mobile","Hail","001097"
199202,NA,"Alabama","Jefferson","Hail","001073"
199202,NA,"Alabama","Jefferson","Hail","001073"
199202,NA,"Alabama","Chilton","Hail","001021"
199205,NA,"Alabama","Escambia","Hail","001053"
199205,NA,"Alabama","Baldwin","Hail","001003"
199207,NA,"Alabama","Mobile","Hail","001097"
199208,NA,"Alabama","Colbert","Hail","001033"
199208,NA,"Alabama","Baldwin","Hail","001003"
199208,NA,"Alabama","Dekalb","Thunderstorm Wind","001049"
199207,NA,"Alabama","Elmore","Thunderstorm Wind","001051"
199211,NA,"Alabama","Houston","Thunderstorm Wind","001069"
199206,NA,"Alabama","Calhoun","Thunderstorm Wind","001015"
199211,NA,"Alabama","Etowah","Tornado","001055"
199203,NA,"Alabama","Chilton","Thunderstorm Wind","001021"
199207,NA,"Arizona","Cochise","Thunderstorm Wind","004003"
199207,NA,"Arizona","Coconino","Thunderstorm Wind","004005"
199207,NA,"Arizona","Cochise","Thunderstorm Wind","004003"
199207,NA,"Arizona","Graham","Thunderstorm Wind","004009"
199207,NA,"Arizona","Pima","Thunderstorm Wind","004019"
199207,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199207,NA,"Arizona","Pima","Thunderstorm Wind","004019"
199207,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199207,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199207,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199207,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199207,NA,"Arizona","Graham","Thunderstorm Wind","004009"
199208,NA,"Arizona","Mohave","Thunderstorm Wind","004015"
199208,NA,"Arizona","","Thunderstorm Wind","004029"
199208,NA,"Arizona","","Thunderstorm Wind","004029"
199208,NA,"Arizona","Yuma","Thunderstorm Wind","004027"
199208,NA,"Arizona","Yuma","Thunderstorm Wind","004027"
199208,NA,"Arizona","Pima","Thunderstorm Wind","004019"
199208,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199208,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199210,NA,"Arizona","Coconino","Thunderstorm Wind","004005"
199212,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199201,NA,"Arizona","Maricopa","Tornado","004013"
199201,NA,"Arizona","Maricopa","Tornado","004013"
199201,NA,"Arizona","Pima","Thunderstorm Wind","004019"
199202,NA,"Arizona","Maricopa","Tornado","004013"
199202,NA,"Arizona","Maricopa","Tornado","004013"
199202,NA,"Arizona","Maricopa","Tornado","004013"
199203,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199204,NA,"Arizona","Mohave","Thunderstorm Wind","004015"
199205,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199205,NA,"Arizona","Yuma","Thunderstorm Wind","004027"
199205,NA,"Arizona","Yuma","Thunderstorm Wind","004027"
199205,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199205,NA,"Arizona","Maricopa","Tornado","004013"
199206,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199206,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199208,NA,"Arizona","Cochise","Thunderstorm Wind","004003"
199208,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199208,NA,"Arizona","Yuma","Thunderstorm Wind","004027"
199208,NA,"Arizona","Yavapai","Thunderstorm Wind","004025"
199208,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199208,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199208,NA,"Arizona","Cochise","Tornado","004003"
199208,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199208,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199208,NA,"Arizona","Greenlee","Thunderstorm Wind","004011"
199208,NA,"Arizona","Yavapai","Thunderstorm Wind","004025"
199208,NA,"Arizona","Yuma","Thunderstorm Wind","004027"
199208,NA,"Arizona","Coconino","Tornado","004005"
199209,NA,"Arizona","Pima","Thunderstorm Wind","004019"
199209,NA,"Arizona","Pima","Thunderstorm Wind","004019"
199209,NA,"Arizona","Pima","Thunderstorm Wind","004019"
199209,NA,"Arizona","Maricopa","Thunderstorm Wind","004013"
199210,NA,"Arizona","Pinal","Thunderstorm Wind","004021"
199210,NA,"Arizona","Coconino","Tornado","004005"
199210,NA,"Arizona","Coconino","Tornado","004005"
199210,NA,"Arizona","Coconino","Tornado","004005"
199208,NA,"Arizona","Graham","Thunderstorm Wind","004009"
199208,NA,"Arizona","Yavapai","Hail","004025"
199203,NA,"Arizona","Maricopa","Hail","004013"
199208,NA,"Arizona","Yavapai","Hail","004025"
199208,NA,"Arizona","Yavapai","Hail","004025"
199208,NA,"Arizona","Navajo","Hail","004017"
199203,NA,"Arizona","Yuma","Hail","004027"
199208,NA,"Arizona","Cochise","Hail","004003"
199210,NA,"Arizona","Coconino","Hail","004005"
199210,NA,"Arizona","Maricopa","Hail","004013"
199210,NA,"Arizona","Yavapai","Hail","004025"
199205,NA,"Arizona","Maricopa","Hail","004013"
199205,NA,"Arizona","Graham","Hail","004009"
199205,NA,"Arizona","Cochise","Hail","004003"
199210,NA,"Arizona","Mohave","Hail","004015"
199210,NA,"Arizona","Mohave","Hail","004015"
199210,NA,"Arizona","Coconino","Hail","004005"
199210,NA,"Arizona","Maricopa","Hail","004013"
199205,NA,"Arizona","Maricopa","Tornado","004013"
199208,NA,"Arizona","Yavapai","Hail","004025"
199208,NA,"Arizona","","Hail","004029"
199208,NA,"Arizona","Maricopa","Hail","004013"
199209,NA,"Arizona","Coconino","Hail","004005"
199207,NA,"Arizona","Pima","Tornado","004019"
199207,NA,"Arkansas","Boone","Thunderstorm Wind","005009"
199207,NA,"Arkansas","Perry","Thunderstorm Wind","005105"
199208,NA,"Arkansas","Faulkner","Thunderstorm Wind","005045"
199206,NA,"Arkansas","Izard","Thunderstorm Wind","005065"
199203,NA,"Arkansas","Prairie","Tornado","005117"
199207,NA,"Arkansas","Baxter","Hail","005005"
199206,NA,"Arkansas","Faulkner","Hail","005045"
199203,NA,"Arkansas","Izard","Hail","005065"
199211,NA,"Arkansas","Sebastian","Thunderstorm Wind","005131"
199211,NA,"Arkansas","Craighead","Thunderstorm Wind","005031"
199208,NA,"Arkansas","Sebastian","Thunderstorm Wind","005131"
199208,NA,"Arkansas","Crawford","Thunderstorm Wind","005033"
199208,NA,"Arkansas","Logan","Thunderstorm Wind","005083"
199208,NA,"Arkansas","Logan","Thunderstorm Wind","005083"
199208,NA,"Arkansas","Scott","Thunderstorm Wind","005127"
199208,NA,"Arkansas","Ouachita","Thunderstorm Wind","005103"
199208,NA,"Arkansas","Howard","Thunderstorm Wind","005061"
199209,NA,"Arkansas","Columbia","Thunderstorm Wind","005027"
199209,NA,"Arkansas","Stone","Thunderstorm Wind","005137"
199209,NA,"Arkansas","Perry","Thunderstorm Wind","005105"
199209,NA,"Arkansas","Benton","Thunderstorm Wind","005007"
199209,NA,"Arkansas","Benton","Thunderstorm Wind","005007"
199209,NA,"Arkansas","Washington","Thunderstorm Wind","005143"
199209,NA,"Arkansas","Crawford","Thunderstorm Wind","005033"
199209,NA,"Arkansas","Crawford","Thunderstorm Wind","005033"
199209,NA,"Arkansas","Franklin","Thunderstorm Wind","005047"
199209,NA,"Arkansas","Pope","Thunderstorm Wind","005115"
199209,NA,"Arkansas","Yell","Thunderstorm Wind","005149"
