"begin_yearmonth","episode_id","state","cz_name","event_type","fips"
199206,NA,"Colorado","El Paso","Hail","008041"
199206,NA,"Colorado","El Paso","Hail","008041"
199206,NA,"Colorado","Kit Carson","Hail","008063"
199207,NA,"Colorado","Arapahoe","Hail","008005"
199207,NA,"Colorado","Douglas","Hail","008035"
199207,NA,"Colorado","Douglas","Hail","008035"
199206,NA,"Colorado","Kit Carson","Hail","008063"
199206,NA,"Colorado","Lincoln","Hail","008073"
199206,NA,"Colorado","Larimer","Hail","008069"
199206,NA,"Colorado","Pueblo","Hail","008101"
199206,NA,"Colorado","Larimer","Hail","008069"
199206,NA,"Colorado","Boulder","Hail","008013"
199206,NA,"Colorado","Larimer","Hail","008069"
199206,NA,"Colorado","Douglas","Hail","008035"
199207,NA,"Colorado","Arapahoe","Hail","008005"
199207,NA,"Colorado","Sedgwick","Hail","008115"
199207,NA,"Colorado","Phillips","Hail","008095"
199208,NA,"Colorado","Phillips","Hail","008095"
199206,NA,"Colorado","Lincoln","Hail","008073"
199206,NA,"Colorado","Elbert","Hail","008039"
199206,NA,"Colorado","Douglas","Hail","008035"
199206,NA,"Colorado","Pueblo","Hail","008101"
199206,NA,"Colorado","Lincoln","Hail","008073"
199206,NA,"Colorado","Elbert","Hail","008039"
199208,NA,"Colorado","Douglas","Hail","008035"
199206,NA,"Colorado","Pueblo","Hail","008101"
199206,NA,"Colorado","Pueblo","Hail","008101"
199207,NA,"Colorado","Adams","Hail","008001"
199206,NA,"Colorado","Morgan","Hail","008087"
199206,NA,"Colorado","El Paso","Hail","008041"
199206,NA,"Colorado","Morgan","Hail","008087"
199206,NA,"Colorado","Elbert","Hail","008039"
199207,NA,"Colorado","Logan","Hail","008075"
199207,NA,"Colorado","Washington","Hail","008121"
199207,NA,"Colorado","Weld","Hail","008123"
199207,NA,"Colorado","Weld","Hail","008123"
199207,NA,"Colorado","Logan","Hail","008075"
199207,NA,"Colorado","El Paso","Hail","008041"
199207,NA,"Colorado","El Paso","Hail","008041"
199206,NA,"Colorado","Baca","Hail","008009"
199206,NA,"Colorado","Baca","Hail","008009"
199207,NA,"Colorado","Huerfano","Hail","008055"
199207,NA,"Colorado","Las Animas","Hail","008071"
199207,NA,"Colorado","Eagle","Thunderstorm Wind","008037"
199206,NA,"Colorado","Weld","Hail","008123"
199206,NA,"Colorado","Weld","Hail","008123"
199206,NA,"Colorado","Phillips","Hail","008095"
199206,NA,"Colorado","Yuma","Hail","008125"
199206,NA,"Colorado","Jefferson","Hail","008059"
199206,NA,"Colorado","Elbert","Hail","008039"
199206,NA,"Colorado","Logan","Hail","008075"
199206,NA,"Colorado","Washington","Hail","008121"
199207,NA,"Colorado","El Paso","Hail","008041"
199208,NA,"Colorado","Prowers","Hail","008099"
199208,NA,"Colorado","Prowers","Hail","008099"
199206,NA,"Colorado","Weld","Hail","008123"
199206,NA,"Colorado","Pueblo","Hail","008101"
199206,NA,"Colorado","Phillips","Hail","008095"
199207,NA,"Colorado","Washington","Hail","008121"
199207,NA,"Colorado","Lincoln","Hail","008073"
199207,NA,"Colorado","Kit Carson","Hail","008063"
199206,NA,"Colorado","Adams","Hail","008001"
199206,NA,"Colorado","Huerfano","Hail","008055"
199206,NA,"Colorado","Huerfano","Hail","008055"
199206,NA,"Colorado","Morgan","Hail","008087"
199206,NA,"Colorado","Weld","Hail","008123"
199206,NA,"Colorado","Douglas","Hail","008035"
199206,NA,"Colorado","Weld","Hail","008123"
199203,NA,"Colorado","Washington","Tornado","008121"
199203,NA,"Colorado","Lincoln","Tornado","008073"
199203,NA,"Colorado","Washington","Tornado","008121"
199203,NA,"Colorado","Fremont","Thunderstorm Wind","008043"
199205,NA,"Colorado","Arapahoe","Thunderstorm Wind","008005"
199205,NA,"Colorado","Las Animas","Tornado","008071"
199205,NA,"Colorado","El Paso","Thunderstorm Wind","008041"
199205,NA,"Colorado","Montrose","Thunderstorm Wind","008085"
199205,NA,"Colorado","La Plata","Tornado","008067"
199206,NA,"Colorado","Sedgwick","Thunderstorm Wind","008115"
199206,NA,"Colorado","Weld","Hail","008123"
199206,NA,"Colorado","Larimer","Hail","008069"
199206,NA,"Colorado","Logan","Hail","008075"
199206,NA,"Colorado","Sedgwick","Hail","008115"
199206,NA,"Colorado","Sedgwick","Hail","008115"
199204,NA,"Colorado","Pueblo","Hail","008101"
199207,NA,"Colorado","Sedgwick","Hail","008115"
199206,NA,"Colorado","El Paso","Hail","008041"
199206,NA,"Colorado","Otero","Hail","008089"
199208,NA,"Colorado","El Paso","Hail","008041"
199208,NA,"Colorado","El Paso","Hail","008041"
199208,NA,"Colorado","Washington","Hail","008121"
199208,NA,"Colorado","Washington","Hail","008121"
199208,NA,"Colorado","Weld","Hail","008123"
199208,NA,"Colorado","Washington","Hail","008121"
199208,NA,"Colorado","Morgan","Hail","008087"
199208,NA,"Colorado","Jefferson","Hail","008059"
199207,NA,"Colorado","Park","Hail","008093"
199207,NA,"Colorado","El Paso","Hail","008041"
199207,NA,"Colorado","El Paso","Hail","008041"
199206,NA,"Colorado","Douglas","Hail","008035"
199206,NA,"Colorado","Douglas","Hail","008035"
199207,NA,"Colorado","Kit Carson","Hail","008063"
199206,NA,"Colorado","Jefferson","Hail","008059"
199207,NA,"Colorado","Arapahoe","Thunderstorm Wind","008005"
199208,NA,"Connecticut","New London","Hail","009011"
199208,NA,"Connecticut","Hartford","Thunderstorm Wind","009003"
199208,NA,"Connecticut","Tolland","Thunderstorm Wind","009013"
199208,NA,"Connecticut","New Haven","Thunderstorm Wind","009009"
199208,NA,"Connecticut","New Haven","Thunderstorm Wind","009009"
199208,NA,"Connecticut","Windham","Thunderstorm Wind","009015"
199208,NA,"Connecticut","New London","Thunderstorm Wind","009011"
199208,NA,"Connecticut","New Haven","Thunderstorm Wind","009009"
199208,NA,"Connecticut","Fairfield","Thunderstorm Wind","009001"
199208,NA,"Connecticut","New London","Thunderstorm Wind","009011"
199209,NA,"Connecticut","Fairfield","Thunderstorm Wind","009001"
199209,NA,"Connecticut","Fairfield","Thunderstorm Wind","009001"
199209,NA,"Connecticut","Fairfield","Thunderstorm Wind","009001"
199207,NA,"Connecticut","Fairfield","Tornado","009001"
199207,NA,"Connecticut","Hartford","Thunderstorm Wind","009003"
199207,NA,"Connecticut","Tolland","Thunderstorm Wind","009013"
199207,NA,"Connecticut","Tolland","Thunderstorm Wind","009013"
199207,NA,"Connecticut","Windham","Tornado","009015"
199207,NA,"Connecticut","Windham","Thunderstorm Wind","009015"
199207,NA,"Connecticut","Tolland","Thunderstorm Wind","009013"
199207,NA,"Connecticut","Hartford","Thunderstorm Wind","009003"
199207,NA,"Connecticut","Litchfield","Thunderstorm Wind","009005"
199207,NA,"Connecticut","Hartford","Thunderstorm Wind","009003"
199207,NA,"Connecticut","Fairfield","Thunderstorm Wind","009001"
199207,NA,"Connecticut","Fairfield","Thunderstorm Wind","009001"
199208,NA,"Connecticut","Fairfield","Tornado","009001"
199208,NA,"Connecticut","New Haven","Thunderstorm Wind","009009"
199208,NA,"Connecticut","Hartford","Tornado","009003"
199206,NA,"Connecticut","Windham","Thunderstorm Wind","009015"
199207,NA,"Connecticut","Fairfield","Thunderstorm Wind","009001"
199207,NA,"Connecticut","Litchfield","Thunderstorm Wind","009005"
199205,NA,"Connecticut","Litchfield","Thunderstorm Wind","009005"
199206,NA,"Connecticut","Litchfield","Thunderstorm Wind","009005"
199206,NA,"Connecticut","Hartford","Thunderstorm Wind","009003"
199206,NA,"Connecticut","Hartford","Thunderstorm Wind","009003"
199206,NA,"Connecticut","Hartford","Thunderstorm Wind","009003"
199206,NA,"Connecticut","Hartford","Hail","009003"
199208,NA,"Connecticut","Hartford","Hail","009003"
199207,NA,"Connecticut","Fairfield","Thunderstorm Wind","009001"
199208,NA,"Connecticut","Fairfield","Hail","009001"
199208,NA,"Connecticut","Fairfield","Hail","009001"
199206,NA,"Connecticut","Litchfield","Hail","009005"
199206,NA,"Connecticut","Tolland","Hail","009013"
199208,NA,"Connecticut","New London","Hail","009011"
199208,NA,"Connecticut","Fairfield","Hail","009001"
199208,NA,"Connecticut","Middlesex","Hail","009007"
199207,NA,"Delaware","New Castle","Thunderstorm Wind","010003"
199207,NA,"Delaware","Kent","Thunderstorm Wind","010001"
199207,NA,"Delaware","Sussex","Thunderstorm Wind","010005"
199207,NA,"Delaware","New Castle","Thunderstorm Wind","010003"
199207,NA,"Delaware","New Castle","Thunderstorm Wind","010003"
199207,NA,"Delaware","New Castle","Thunderstorm Wind","010003"
199207,NA,"Delaware","New Castle","Thunderstorm Wind","010003"
199207,NA,"Delaware","Sussex","Tornado","010005"
199207,NA,"Delaware","Sussex","Tornado","010005"
199207,NA,"Delaware","Sussex","Thunderstorm Wind","010005"
199207,NA,"Delaware","Sussex","Thunderstorm Wind","010005"
199208,NA,"Delaware","New Castle","Thunderstorm Wind","010003"
199207,NA,"Delaware","Sussex","Thunderstorm Wind","010005"
199207,NA,"Delaware","Kent","Tornado","010001"
199207,NA,"Delaware","Kent","Tornado","010001"
199207,NA,"Delaware","Sussex","Thunderstorm Wind","010005"
199208,NA,"Delaware","Sussex","Thunderstorm Wind","010005"
199208,NA,"Delaware","Sussex","Thunderstorm Wind","010005"
199208,NA,"Delaware","Sussex","Thunderstorm Wind","010005"
199208,NA,"Delaware","New Castle","Thunderstorm Wind","010003"
199208,NA,"Delaware","Sussex","Tornado","010005"
199207,NA,"Delaware","Sussex","Tornado","010005"
199207,NA,"Delaware","Sussex","Thunderstorm Wind","010005"
199201,NA,"District Of Columbia","District Of Columbia","Thunderstorm Wind","011001"
199204,NA,"District Of Columbia","District Of Columbia","Thunderstorm Wind","011001"
199204,NA,"District Of Columbia","District Of Columbia","Thunderstorm Wind","011001"
199205,NA,"District Of Columbia","District Of Columbia","Thunderstorm Wind","011001"
199208,NA,"District Of Columbia","District Of Columbia","Thunderstorm Wind","011001"
199206,NA,"District Of Columbia","District Of Columbia","Thunderstorm Wind","011001"
199207,NA,"District Of Columbia","District Of Columbia","Thunderstorm Wind","011001"
199207,NA,"District Of Columbia","District Of Columbia","Thunderstorm Wind","011001"
199207,NA,"District Of Columbia","District Of Columbia","Thunderstorm Wind","011001"
199206,NA,"Florida","Jackson","Thunderstorm Wind","012063"
199206,NA,"Florida","Duval","Hail","012031"
199203,NA,"Florida","Suwannee","Hail","012121"
199203,NA,"Florida","Walton","Hail","012131"
199203,NA,"Florida","Alachua","Thunderstorm Wind","012001"
199203,NA,"Florida","Marion","Thunderstorm Wind","012083"
199203,NA,"Florida","Clay","Thunderstorm Wind","012019"
199203,NA,"Florida","Lake","Thunderstorm Wind","012069"
199203,NA,"Florida","Orange","Thunderstorm Wind","012095"
199203,NA,"Florida","Indian River","Thunderstorm Wind","012061"
199203,NA,"Florida","Holmes","Thunderstorm Wind","012059"
199203,NA,"Florida","Jackson","Thunderstorm Wind","012063"
199203,NA,"Florida","Pinellas","Thunderstorm Wind","012103"
199203,NA,"Florida","Manatee","Thunderstorm Wind","012081"
199203,NA,"Florida","Hillsborough","Thunderstorm Wind","012057"
199203,NA,"Florida","Lee","Thunderstorm Wind","012071"
199203,NA,"Florida","Lee","Tornado","012071"
199204,NA,"Florida","Lee","Thunderstorm Wind","012071"
199204,NA,"Florida","Polk","Thunderstorm Wind","012105"
199204,NA,"Florida","St. Johns","Tornado","012109"
199211,NA,"Florida","Wakulla","Thunderstorm Wind","012129"
199209,NA,"Florida","Hillsborough","Thunderstorm Wind","012057"
199209,NA,"Florida","Manatee","Tornado","012081"
199209,NA,"Florida","Hernando","Thunderstorm Wind","012053"
199209,NA,"Florida","Citrus","Thunderstorm Wind","012017"
199209,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199209,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199209,NA,"Florida","Volusia","Thunderstorm Wind","012127"
199209,NA,"Florida","Polk","Thunderstorm Wind","012105"
199209,NA,"Florida","Sarasota","Thunderstorm Wind","012115"
199209,NA,"Florida","Polk","Thunderstorm Wind","012105"
199209,NA,"Florida","Charlotte","Tornado","012015"
199209,NA,"Florida","Palm Beach","Tornado","012099"
199209,NA,"Florida","Volusia","Thunderstorm Wind","012127"
199210,NA,"Florida","Pinellas","Tornado","012103"
199208,NA,"Florida","De Soto","Thunderstorm Wind","012027"
199208,NA,"Florida","Seminole","Thunderstorm Wind","012117"
199208,NA,"Florida","Brevard","Thunderstorm Wind","012009"
199208,NA,"Florida","Jefferson","Thunderstorm Wind","012065"
199208,NA,"Florida","Polk","Thunderstorm Wind","012105"
199208,NA,"Florida","Polk","Thunderstorm Wind","012105"
199208,NA,"Florida","Collier","Thunderstorm Wind","012021"
199208,NA,"Florida","Hillsborough","Thunderstorm Wind","012057"
199208,NA,"Florida","Hernando","Thunderstorm Wind","012053"
199208,NA,"Florida","Taylor","Thunderstorm Wind","012123"
199208,NA,"Florida","Escambia","Thunderstorm Wind","012033"
199208,NA,"Florida","Gulf","Thunderstorm Wind","012045"
199208,NA,"Florida","Charlotte","Thunderstorm Wind","012015"
199208,NA,"Florida","Citrus","Thunderstorm Wind","012017"
199208,NA,"Florida","Seminole","Thunderstorm Wind","012117"
199208,NA,"Florida","Polk","Thunderstorm Wind","012105"
199208,NA,"Florida","Broward","Thunderstorm Wind","012011"
199208,NA,"Florida","Volusia","Thunderstorm Wind","012127"
199208,NA,"Florida","Escambia","Tornado","012033"
199208,NA,"Florida","Jackson","Thunderstorm Wind","012063"
199208,NA,"Florida","Wakulla","Thunderstorm Wind","012129"
199208,NA,"Florida","Escambia","Thunderstorm Wind","012033"
199208,NA,"Florida","Santa Rosa","Thunderstorm Wind","012113"
199208,NA,"Florida","Palm Beach","Tornado","012099"
199209,NA,"Florida","Hernando","Tornado","012053"
199209,NA,"Florida","Sarasota","Tornado","012115"
199209,NA,"Florida","Hillsborough","Thunderstorm Wind","012057"
199209,NA,"Florida","Pinellas","Tornado","012103"
199210,NA,"Florida","Pinellas","Thunderstorm Wind","012103"
199210,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199210,NA,"Florida","Hillsborough","Tornado","012057"
199210,NA,"Florida","Citrus","Thunderstorm Wind","012017"
199210,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199210,NA,"Florida","Hernando","Tornado","012053"
199210,NA,"Florida","Hernando","Tornado","012053"
199210,NA,"Florida","Citrus","Thunderstorm Wind","012017"
199210,NA,"Florida","Sumter","Thunderstorm Wind","012119"
199210,NA,"Florida","Marion","Tornado","012083"
199210,NA,"Florida","Citrus","Thunderstorm Wind","012017"
199210,NA,"Florida","Levy","Tornado","012075"
199210,NA,"Florida","Manatee","Tornado","012081"
199211,NA,"Florida","Escambia","Thunderstorm Wind","012033"
199211,NA,"Florida","Santa Rosa","Thunderstorm Wind","012113"
199211,NA,"Florida","Bay","Thunderstorm Wind","012005"
199211,NA,"Florida","Franklin","Tornado","012037"
199211,NA,"Florida","Franklin","Thunderstorm Wind","012037"
199211,NA,"Florida","Okaloosa","Thunderstorm Wind","012091"
199211,NA,"Florida","Escambia","Thunderstorm Wind","012033"
199211,NA,"Florida","Santa Rosa","Thunderstorm Wind","012113"
199210,NA,"Florida","Pinellas","Tornado","012103"
199210,NA,"Florida","Pasco","Tornado","012101"
199209,NA,"Florida","Gulf","Thunderstorm Wind","012045"
199211,NA,"Florida","Pinellas","Thunderstorm Wind","012103"
199211,NA,"Florida","Miami-Dade","Tornado","012086"
199211,NA,"Florida","Santa Rosa","Thunderstorm Wind","012113"
199211,NA,"Florida","Escambia","Thunderstorm Wind","012033"
199211,NA,"Florida","Santa Rosa","Tornado","012113"
199211,NA,"Florida","Jackson","Thunderstorm Wind","012063"
199211,NA,"Florida","Jackson","Thunderstorm Wind","012063"
199212,NA,"Florida","Gulf","Thunderstorm Wind","012045"
199212,NA,"Florida","Gulf","Thunderstorm Wind","012045"
199212,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199212,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199212,NA,"Florida","Orange","Thunderstorm Wind","012095"
199212,NA,"Florida","Polk","Thunderstorm Wind","012105"
199212,NA,"Florida","Polk","Tornado","012105"
199212,NA,"Florida","Lee","Thunderstorm Wind","012071"
199206,NA,"Florida","Hernando","Thunderstorm Wind","012053"
199211,NA,"Florida","Hernando","Thunderstorm Wind","012053"
199211,NA,"Florida","Sumter","Thunderstorm Wind","012119"
199211,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199211,NA,"Florida","Hillsborough","Tornado","012057"
199207,NA,"Florida","Flagler","Thunderstorm Wind","012035"
199207,NA,"Florida","Orange","Thunderstorm Wind","012095"
199207,NA,"Florida","Broward","Thunderstorm Wind","012011"
199211,NA,"Florida","Gulf","Thunderstorm Wind","012045"
199211,NA,"Florida","Franklin","Thunderstorm Wind","012037"
199211,NA,"Florida","Citrus","Thunderstorm Wind","012017"
199211,NA,"Florida","Levy","Thunderstorm Wind","012075"
199211,NA,"Florida","Citrus","Thunderstorm Wind","012017"
199211,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199204,NA,"Florida","Santa Rosa","Thunderstorm Wind","012113"
199204,NA,"Florida","Okaloosa","Thunderstorm Wind","012091"
199204,NA,"Florida","Santa Rosa","Thunderstorm Wind","012113"
199204,NA,"Florida","Orange","Thunderstorm Wind","012095"
199204,NA,"Florida","Lake","Thunderstorm Wind","012069"
199204,NA,"Florida","Duval","Thunderstorm Wind","012031"
199204,NA,"Florida","Duval","Thunderstorm Wind","012031"
199205,NA,"Florida","Marion","Thunderstorm Wind","012083"
199205,NA,"Florida","Holmes","Thunderstorm Wind","012059"
199205,NA,"Florida","Brevard","Tornado","012009"
199206,NA,"Florida","Volusia","Thunderstorm Wind","012127"
199206,NA,"Florida","Walton","Thunderstorm Wind","012131"
199206,NA,"Florida","Bay","Tornado","012005"
199206,NA,"Florida","Indian River","Thunderstorm Wind","012061"
199206,NA,"Florida","Hillsborough","Thunderstorm Wind","012057"
199206,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199206,NA,"Florida","Hernando","Thunderstorm Wind","012053"
199206,NA,"Florida","Brevard","Tornado","012009"
199206,NA,"Florida","Jackson","Thunderstorm Wind","012063"
199206,NA,"Florida","Leon","Thunderstorm Wind","012073"
199206,NA,"Florida","Madison","Thunderstorm Wind","012079"
199206,NA,"Florida","Duval","Thunderstorm Wind","012031"
199206,NA,"Florida","Duval","Thunderstorm Wind","012031"
199206,NA,"Florida","Putnam","Thunderstorm Wind","012107"
199207,NA,"Florida","Charlotte","Thunderstorm Wind","012015"
199207,NA,"Florida","Pinellas","Tornado","012103"
199207,NA,"Florida","Alachua","Thunderstorm Wind","012001"
199207,NA,"Florida","Marion","Thunderstorm Wind","012083"
199207,NA,"Florida","Charlotte","Tornado","012015"
199207,NA,"Florida","Pinellas","Tornado","012103"
199207,NA,"Florida","Pinellas","Tornado","012103"
199207,NA,"Florida","Manatee","Thunderstorm Wind","012081"
199207,NA,"Florida","Hillsborough","Thunderstorm Wind","012057"
199207,NA,"Florida","Citrus","Thunderstorm Wind","012017"
199207,NA,"Florida","Pinellas","Tornado","012103"
199207,NA,"Florida","Sarasota","Thunderstorm Wind","012115"
199207,NA,"Florida","Pinellas","Thunderstorm Wind","012103"
199207,NA,"Florida","Duval","Thunderstorm Wind","012031"
199207,NA,"Florida","Lake","Thunderstorm Wind","012069"
199202,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199202,NA,"Florida","Citrus","Tornado","012017"
199202,NA,"Florida","Polk","Thunderstorm Wind","012105"
199202,NA,"Florida","Sarasota","Thunderstorm Wind","012115"
199202,NA,"Florida","Marion","Thunderstorm Wind","012083"
199202,NA,"Florida","Orange","Thunderstorm Wind","012095"
199202,NA,"Florida","Volusia","Thunderstorm Wind","012127"
199202,NA,"Florida","Brevard","Thunderstorm Wind","012009"
199207,NA,"Florida","Orange","Thunderstorm Wind","012095"
199202,NA,"Florida","Pinellas","Tornado","012103"
199202,NA,"Florida","Pinellas","Tornado","012103"
199202,NA,"Florida","Sarasota","Tornado","012115"
199202,NA,"Florida","Manatee","Thunderstorm Wind","012081"
199202,NA,"Florida","Sarasota","Thunderstorm Wind","012115"
199202,NA,"Florida","Sarasota","Thunderstorm Wind","012115"
199202,NA,"Florida","Brevard","Tornado","012009"
199202,NA,"Florida","Gulf","Tornado","012045"
199202,NA,"Florida","Gulf","Tornado","012045"
199202,NA,"Florida","Alachua","Thunderstorm Wind","012001"
199202,NA,"Florida","Putnam","Thunderstorm Wind","012107"
199202,NA,"Florida","Alachua","Thunderstorm Wind","012001"
199207,NA,"Florida","Columbia","Thunderstorm Wind","012023"
199207,NA,"Florida","Palm Beach","Thunderstorm Wind","012099"
199207,NA,"Florida","Lee","Tornado","012071"
199207,NA,"Florida","Highlands","Thunderstorm Wind","012055"
199207,NA,"Florida","Highlands","Thunderstorm Wind","012055"
199206,NA,"Florida","Volusia","Thunderstorm Wind","012127"
199206,NA,"Florida","Palm Beach","Thunderstorm Wind","012099"
199207,NA,"Florida","Miami-Dade","Thunderstorm Wind","012086"
199207,NA,"Florida","Miami-Dade","Thunderstorm Wind","012086"
199207,NA,"Florida","Okaloosa","Thunderstorm Wind","012091"
199207,NA,"Florida","Lake","Thunderstorm Wind","012069"
199207,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199207,NA,"Florida","Orange","Thunderstorm Wind","012095"
199207,NA,"Florida","Palm Beach","Thunderstorm Wind","012099"
199206,NA,"Florida","St. Lucie","Thunderstorm Wind","012111"
199206,NA,"Florida","Lake","Thunderstorm Wind","012069"
199206,NA,"Florida","Franklin","Thunderstorm Wind","012037"
199206,NA,"Florida","Seminole","Thunderstorm Wind","012117"
199206,NA,"Florida","Broward","Thunderstorm Wind","012011"
199206,NA,"Florida","Brevard","Thunderstorm Wind","012009"
199206,NA,"Florida","Volusia","Thunderstorm Wind","012127"
199206,NA,"Florida","Sarasota","Tornado","012115"
199206,NA,"Florida","Pinellas","Tornado","012103"
199206,NA,"Florida","Okaloosa","Thunderstorm Wind","012091"
199206,NA,"Florida","Franklin","Thunderstorm Wind","012037"
199206,NA,"Florida","Polk","Tornado","012105"
199206,NA,"Florida","Indian River","Thunderstorm Wind","012061"
199206,NA,"Florida","Brevard","Thunderstorm Wind","012009"
199206,NA,"Florida","Palm Beach","Thunderstorm Wind","012099"
199206,NA,"Florida","Clay","Thunderstorm Wind","012019"
199206,NA,"Florida","Nassau","Thunderstorm Wind","012089"
199206,NA,"Florida","Sarasota","Tornado","012115"
199206,NA,"Florida","Citrus","Thunderstorm Wind","012017"
199207,NA,"Florida","Highlands","Thunderstorm Wind","012055"
199207,NA,"Florida","Collier","Thunderstorm Wind","012021"
199207,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199207,NA,"Florida","Manatee","Tornado","012081"
199207,NA,"Florida","Levy","Thunderstorm Wind","012075"
199207,NA,"Florida","Volusia","Thunderstorm Wind","012127"
199207,NA,"Florida","Lee","Tornado","012071"
199207,NA,"Florida","Sumter","Thunderstorm Wind","012119"
199207,NA,"Florida","Hillsborough","Thunderstorm Wind","012057"
199207,NA,"Florida","Polk","Thunderstorm Wind","012105"
199206,NA,"Florida","Hendry","Thunderstorm Wind","012051"
199206,NA,"Florida","Broward","Tornado","012011"
199206,NA,"Florida","Leon","Thunderstorm Wind","012073"
199206,NA,"Florida","Indian River","Tornado","012061"
199206,NA,"Florida","Charlotte","Tornado","012015"
199206,NA,"Florida","Polk","Tornado","012105"
199207,NA,"Florida","Nassau","Thunderstorm Wind","012089"
199202,NA,"Florida","Manatee","Thunderstorm Wind","012081"
199202,NA,"Florida","Pinellas","Thunderstorm Wind","012103"
199202,NA,"Florida","Levy","Thunderstorm Wind","012075"
199202,NA,"Florida","Pasco","Thunderstorm Wind","012101"
199202,NA,"Florida","Hillsborough","Thunderstorm Wind","012057"
199208,NA,"Florida","Hillsborough","Thunderstorm Wind","012057"
199207,NA,"Florida","Leon","Thunderstorm Wind","012073"
199207,NA,"Florida","Leon","Thunderstorm Wind","012073"
199207,NA,"Florida","Duval","Thunderstorm Wind","012031"
199207,NA,"Florida","Charlotte","Hail","012015"
199203,NA,"Florida","Seminole","Hail","012117"
199203,NA,"Florida","Orange","Hail","012095"
199203,NA,"Florida","Seminole","Hail","012117"
199209,NA,"Florida","Manatee","Hail","012081"
199208,NA,"Florida","Seminole","Hail","012117"
199208,NA,"Florida","Charlotte","Hail","012015"
199211,NA,"Florida","Bay","Hail","012005"
199211,NA,"Florida","Gulf","Hail","012045"
199208,NA,"Florida","Hillsborough","Hail","012057"
199208,NA,"Florida","Pinellas","Hail","012103"
199208,NA,"Florida","Pasco","Hail","012101"
199208,NA,"Florida","Pinellas","Hail","012103"
199202,NA,"Florida","Pinellas","Hail","012103"
199202,NA,"Florida","Hillsborough","Hail","012057"
199206,NA,"Florida","Leon","Hail","012073"
199206,NA,"Florida","Jefferson","Hail","012065"
199211,NA,"Florida","Citrus","Tornado","012017"
199203,NA,"Florida","Brevard","Hail","012009"
199207,NA,"Florida","Pinellas","Tornado","012103"
199201,NA,"Florida","Washington","Tornado","012133"
199207,NA,"Florida","Volusia","Hail","012127"
199207,NA,"Florida","Orange","Hail","012095"
199207,NA,"Florida","Indian River","Hail","012061"
199203,NA,"Florida","Lake","Hail","012069"
199203,NA,"Florida","Lake","Hail","012069"
199203,NA,"Florida","Seminole","Hail","012117"
199203,NA,"Florida","Okaloosa","Hail","012091"
199203,NA,"Florida","Duval","Hail","012031"
199203,NA,"Florida","Manatee","Hail","012081"
199204,NA,"Florida","De Soto","Hail","012027"
199209,NA,"Florida","Pinellas","Hail","012103"
199209,NA,"Florida","Hillsborough","Hail","012057"
199206,NA,"Florida","Alachua","Tornado","012001"
199207,NA,"Florida","Brevard","Thunderstorm Wind","012009"
199202,NA,"Florida","Volusia","Hail","012127"
199202,NA,"Florida","Volusia","Hail","012127"
199205,NA,"Florida","Duval","Hail","012031"
199206,NA,"Florida","Brevard","Hail","012009"
199202,NA,"Florida","Orange","Hail","012095"
199207,NA,"Florida","Pasco","Hail","012101"
199207,NA,"Florida","Duval","Hail","012031"
199207,NA,"Florida","Nassau","Hail","012089"
199207,NA,"Florida","Hillsborough","Hail","012057"
199207,NA,"Florida","Pinellas","Hail","012103"
199207,NA,"Florida","Lee","Hail","012071"
199207,NA,"Florida","Lake","Hail","012069"
199209,NA,"Florida","Lee","Hail","012071"
199206,NA,"Florida","Duval","Hail","012031"
199206,NA,"Florida","Duval","Hail","012031"
199208,NA,"Florida","Hillsborough","Hail","012057"
199208,NA,"Florida","Sarasota","Hail","012115"
199209,NA,"Florida","Hillsborough","Hail","012057"
199209,NA,"Florida","Hillsborough","Hail","012057"
199205,NA,"Florida","Walton","Hail","012131"
199205,NA,"Florida","Nassau","Hail","012089"
199202,NA,"Florida","Pinellas","Hail","012103"
199202,NA,"Florida","Flagler","Hail","012035"
199202,NA,"Florida","Seminole","Hail","012117"
199202,NA,"Florida","Seminole","Hail","012117"
199202,NA,"Florida","Sarasota","Hail","012115"
199202,NA,"Florida","Hillsborough","Hail","012057"
199202,NA,"Florida","Orange","Hail","012095"
199202,NA,"Florida","Orange","Hail","012095"
199207,NA,"Florida","Madison","Hail","012079"
199206,NA,"Florida","Duval","Hail","012031"
199202,NA,"Florida","Manatee","Thunderstorm Wind","012081"
199210,NA,"Florida","Pinellas","Tornado","012103"
199211,NA,"Florida","Escambia","Thunderstorm Wind","012033"
199206,NA,"Florida","Orange","Hail","012095"
199206,NA,"Florida","Brevard","Hail","012009"
199205,NA,"Florida","Brevard","Hail","012009"
199205,NA,"Florida","Brevard","Hail","012009"
199205,NA,"Florida","Duval","Hail","012031"
199205,NA,"Florida","St. Johns","Hail","012109"
